kx,black,weak,hot4,early,date,no,yc,lgc,act_balls,dir_hit,ht_hit,ou_hit,lam,dir_txt,act_main,act_away,side,ht_side,rain,rank_gap,inj,off_a,def_a,off_b,def_b,h2h_score
1,0,1,0,0,2026-09-05,011,0,lg-bundes,4.0,1,1,0.0,2.7,主胜/平（B级）,4.0,0.0,1.0,1.0,0.0,8.0,,,,,,
0,0,1,0,0,2026-09-05,012,0,lg-eng,0.0,0,1,0.0,2.8,主胜（B级）,0.0,0.0,0.0,0.0,0.0,7.0,,2.0,3.0,0.0,2.5,
0,0,1,1,0,2026-09-05,013,0,lg-eng,1.0,1,1,0.0,3.3,主胜（B级）,1.0,0.0,1.0,1.0,0.0,,,3.0,1.0,0.0,2.0,
0,0,1,0,0,2026-09-05,014,0,lg-eng,2.0,1,1,1.0,2.9,主胜/平（B级）,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.5,1.0,1.0,
1,0,1,0,0,2026-09-05,015,0,lg-eng,5.0,0,0,0.0,2.6,主胜/平（B级）,2.0,3.0,2.0,1.0,0.0,0.0,,1.0,2.0,0.5,3.0,
1,0,1,0,0,2026-09-05,016,0,lg-laliga,3.0,0,0,0.0,2.6,客胜（B级）,3.0,0.0,1.0,0.0,0.0,,,1.3,1.7,2.3,1.0,
0,1,1,0,0,2026-09-05,017,0,lg-ligue1,1.0,0,0,0.0,2.8,主胜/平（B级）,0.0,1.0,2.0,0.0,,6.0,,3.5,2.0,0.5,1.0,
0,0,1,0,0,2026-09-05,018,0,lg-sa,5.0,1,1,0.0,2.8,主胜/平（B级）,3.0,2.0,1.0,0.0,0.0,8.0,,2.5,0.5,1.5,1.0,
0,0,1,0,0,2026-09-05,019,0,lg-nor,3.0,0,0,1.0,3.2,主胜/平（B级）,1.0,2.0,2.0,2.0,0.0,7.0,,1.75,0.75,1.0,1.5,
1,0,1,0,0,2026-09-05,020,0,lg-eng,0.0,1,1,0.0,2.0,主胜/平（B级）,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,0.0,0.0,2.5,
0,0,1,1,0,2026-09-05,021,0,lg-bundes,0.0,0,0,,3.6,客胜（B级）,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.5,1.0,
0,0,1,0,0,2026-09-05,022,0,lg-laliga,5.0,1,1,0.0,2.4,主胜/平（B级）,3.0,2.0,1.0,0.0,0.0,,,1.33,2.67,1.67,1.67,
0,0,1,1,0,2026-09-05,023,0,lg-prime,3.0,1,1,1.0,3.1,客胜（B级）,0.0,3.0,2.0,2.0,0.0,1.0,,,,,,
1,0,1,0,0,2026-09-05,028,0,lg-laliga,5.0,0,0,,2.7,主胜/平（B级）,2.0,3.0,2.0,0.0,0.0,1.0,,1.33,1.67,1.67,1.0,
1,0,1,0,0,2026-09-05,029,0,lg-bras,5.0,1,1,0.0,2.1,客胜/平（B级）,2.0,3.0,2.0,0.0,0.0,0.0,,1.0,1.2,1.6,1.0,
0,0,1,1,0,2026-09-05,024,0,lg-spl,3.0,0,0,1.0,3.5,客胜（B级）,2.0,1.0,1.0,1.0,0.0,,,1.25,0.75,3.0,0.75,
0,0,1,0,0,2026-09-05,025,0,lg-ered,4.0,0,0,1.0,4.8,主胜/平（B级）,1.0,3.0,2.0,2.0,0.0,0.0,,3.25,2.25,3.75,1.25,
0,0,1,0,0,2026-09-05,026,0,lg-sa,3.0,0,0,1.0,2.8,客胜/平（B级）,2.0,1.0,1.0,0.0,0.0,,,4.0,0.0,1.5,0.5,
1,0,1,0,0,2026-09-05,027,0,lg-ligue1,3.0,1,1,1.0,2.3,客胜（B级）,1.0,2.0,2.0,2.0,0.0,,,0.5,1.0,2.0,2.0,
0,1,1,1,0,2026-09-06,001,0,lg-j1,1.0,0,0,1.0,,主胜/平（B级）,0.0,1.0,2.0,2.0,88.0,6.0,2.0,2.25,1.75,2.0,2.75,0.5365853658536586
1,0,0,1,0,2026-09-06,002,0,lg-j1,4.0,1,1,1.0,2.75,客胜/平（B级）,1.0,3.0,2.0,2.0,98.0,1.0,,1.5,1.75,3.0,0.67,
1,1,1,0,0,2026-09-06,003,0,lg-k1,3.0,0,0,1.0,2.2,主胜/平（B级）,0.0,3.0,2.0,2.0,0.0,0.0,,,,,,0.47058823529411764
0,0,1,1,0,2026-09-06,004,0,lg-k1,4.0,1,0,0.0,1.75,主胜/平（B级）,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.5,1.0,1.25,2.5,0.5344827586206896
1,0,0,1,0,2026-09-06,005,0,lg-j1,2.0,0,0,1.0,2.5,客胜（B级·单选）,2.0,0.0,1.0,0.0,96.0,0.0,2.0,2.0,0.75,1.5,1.75,
1,0,0,1,0,2026-09-06,006,0,lg-champ,4.0,1,1,0.0,2.7,客胜/平（B级）,2.0,2.0,0.0,0.0,31.0,2.0,4.0,1.5,1.5,2.3,1.3,0.35714285714285715
1,0,0,1,0,2026-09-06,007,0,lg-ered,5.0,1,1,0.0,3.8,客胜/平（B级）,2.0,3.0,2.0,1.0,0.0,1.0,4.0,1.75,2.0,3.4,0.6,0.3974358974358974
1,0,1,0,0,2026-09-06,008,0,lg-eng,4.0,1,1,0.0,2.7,主胜/平（B级）,2.0,2.0,0.0,0.0,32.0,2.0,7.0,2.0,1.3,1.5,2.0,0.32894736842105265
1,0,0,0,0,2026-09-06,009,0,lg-sa,5.0,1,1,0.0,2.0,主胜/平（B级）,3.0,2.0,1.0,1.0,0.0,8.0,3.0,1.25,1.25,0.33,2.0,0.5909090909090909
0,0,1,0,0,2026-09-06,010,0,lg-sa,2.0,1,0,0.0,1.6,主胜/平（B级）,1.0,1.0,0.0,2.0,0.0,1.0,7.0,0.0,1.8,1.0,2.7,0.625
0,0,0,0,0,2026-09-06,011,0,lg-ligue1,8.0,0,0,0.0,2.2,主胜/平（B级）,2.0,6.0,2.0,2.0,0.0,5.0,7.0,0.5,0.5,0.5,2.5,0.5625
0,0,1,0,0,2026-09-06,012,0,lg-bundes,5.0,0,0,0.0,1.6,主胜/平（B级）,0.0,5.0,2.0,2.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,0.5
